person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,total_debt,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,free_cash_flow,net_income_after_total_debt,risk_emp_debt,adjusted_loan_to_income
26,103000,4,0,3000,7.88,0,0.03,0,4,36,0.029126214,12930.7625,0.154667597,15930.7625,0,0,0,1,0,0,0,0,1,0,99910,87069.23751,0.006,0.00252339
24,110000,8,0,3000,7.88,0,0.03,0,2,60,0.027272727,9773.534674,0.116123042,12773.53467,0,0,0,1,0,0,0,0,0,1,106700,97226.46538,0.003333333,0.002349427
21,35000,5,0,4000,7.29,0,0.11,0,2,60,0.114285714,5820.530087,0.280586574,9820.530087,0,0,1,0,0,1,0,0,0,0,31150,25179.46991,0.018333333,0.010922706
23,110000,6,2,3000,14.22,0,0.03,0,3,60,0.027272727,16043.37012,0.173121547,19043.37012,0,0,0,1,0,1,0,0,0,0,106700,90956.62983,0.004285714,0.002349427
24,115154,8,2,3000,14.27,0,0.03,0,2,24,0.026052069,16705.58178,0.171123728,19705.58178,0,0,0,1,0,0,1,0,0,0,111699.38,95448.41823,0.003333333,0.002235455
24,120390,8,0,3000,5.79,0,0.02,0,4,36,0.024919013,23842.35878,0.222961698,26842.35878,0,0,0,1,0,0,1,0,0,0,117982.2,93547.64118,0.002222222,0.002130103
24,35000,3,0,3600,6.92,0,0.1,0,2,24,0.102857143,2099.478873,0.162842254,5699.478873,1,0,0,0,0,0,0,0,0,1,31500,29300.52111,0.025,0.009830435
26,35000,1,1,5600,11.11,0,0.16,0,4,36,0.16,7174.330663,0.364980876,12774.33066,0,0,1,0,0,0,0,0,0,1,29400,22225.66934,0.08,0.015291788
21,35000,5,2,6500,13.43,0,0.19,0,2,12,0.185714286,8494.148592,0.428404245,14994.14859,0,0,1,0,0,1,0,0,0,0,28350,20005.85142,0.031666667,0.017749397
24,125000,3,2,3000,14.72,0,0.02,1,3,12,0.024,10933.30081,0.111466406,13933.30081,0,0,0,1,1,0,0,0,0,0,122500,111066.6992,0.005,0.002044976
22,35000,7,0,4000,7.29,0,0.11,0,2,60,0.114285714,8626.612387,0.360760354,12626.61239,1,0,0,0,0,0,0,0,0,1,31150,22373.38761,0.01375,0.010922706
26,125000,10,1,3000,12.21,0,0.02,0,4,24,0.024,12307.4096,0.122459277,15307.4096,0,0,0,1,0,0,0,1,0,0,122500,109692.5904,0.001818182,0.002044976
24,35000,8,1,2000,10.37,0,0.06,0,2,36,0.057142857,8418.32295,0.29766637,10418.32295,1,0,0,0,0,0,0,0,0,1,32900,24581.67705,0.006666667,0.005461353
24,142000,3,0,3000,7.88,0,0.02,0,2,36,0.021126761,30223.93644,0.233971383,33223.93644,0,0,0,1,1,0,0,0,0,0,139160,108776.0636,0.005,0.001780807
25,137400,4,2,3000,13.06,1,0.02,0,2,36,0.021834061,32508.18033,0.25842926,35508.18033,0,0,0,1,0,1,0,0,0,0,134652,101891.8197,0.004,0.001845549
25,180000,2,1,3000,11.12,0,0.02,0,2,24,0.016666667,38448.15409,0.230267523,41448.15409,0,0,0,1,0,0,0,0,0,1,176400,138551.8459,0.006666667,0.001377329
25,17436,4,1,3025,11.49,1,0.17,0,2,12,0.173491627,1363.389602,0.25168557,4388.389602,0,0,0,1,0,0,0,0,0,1,14471.88,13047.6104,0.034,0.017764224
25,35000,3,2,3600,13.43,0,0.1,0,3,60,0.102857143,4031.298385,0.218037097,7631.298385,0,0,1,0,0,1,0,0,0,0,31500,27368.70161,0.025,0.009830435
22,16800,1,1,3050,9.91,1,0.18,0,3,36,0.181547619,2228.719742,0.314209508,5278.719742,0,0,0,1,0,1,0,0,0,0,13776,11521.28027,0.09,0.018660089
26,35000,4,1,7200,11.11,0,0.21,0,4,60,0.205714286,9592.539079,0.479786831,16792.53908,0,0,1,0,0,0,0,0,1,0,27650,18207.46092,0.042,0.019660871
23,24000,0,0,3050,7.49,0,0.13,0,4,60,0.127083333,6138.924025,0.382871834,9188.924025,0,0,0,1,0,0,0,1,0,0,20880,14811.07598,0.13,0.01260016
23,12000,2,1,3075,10.37,1,0.26,0,2,36,0.25625,1113.765188,0.349063766,4188.765188,0,0,0,1,0,0,0,0,1,0,8880,7811.234808,0.086666667,0.027281694
25,30000,1,1,3075,10.59,0,0.1,0,2,12,0.1025,5948.628734,0.300787624,9023.628734,0,0,0,1,0,1,0,0,0,0,27000,20976.37128,0.05,0.009942782
26,35000,0,0,8000,5.42,0,0.23,0,2,60,0.228571429,6208.130103,0.405946574,14208.1301,1,0,0,0,0,0,0,1,0,0,26950,20791.86991,0.23,0.021845412
21,35000,5,1,1500,9.63,0,0.04,0,4,60,0.042857143,3680.683183,0.14801952,5180.683183,1,0,0,0,0,0,0,1,0,0,33600,29819.3168,0.006666667,0.004096015
26,44000,0,1,3075,10.99,0,0.07,0,3,36,0.069886364,4753.163456,0.177912806,7828.163456,0,0,0,1,0,0,0,1,0,0,40920,36171.83654,0.07,0.006536343
23,29000,4,5,10000,18.62,1,0.34,1,3,24,0.344827586,6749.507781,0.577569234,16749.50778,0,0,1,0,0,0,0,1,0,0,19140,12250.49221,0.068,0.033559583
25,20000,0,1,3100,11.71,0,0.15,0,4,24,0.155,3837.288838,0.346864442,6937.288838,0,0,0,1,0,0,0,1,0,0,17000,13062.71116,0.15,0.015650973
26,35000,0,0,3800,6.54,0,0.11,0,3,36,0.108571429,9297.950587,0.37422716,13097.95059,1,0,0,0,0,0,1,0,0,0,31150,21902.0494,0.11,0.010376571
23,20400,3,2,3125,12.61,0,0.15,0,3,36,0.153186275,3601.76803,0.329743531,6726.76803,0,0,0,1,0,0,0,0,1,0,17340,13673.23197,0.0375,0.015436969
26,35000,10,1,2500,9.25,0,0.07,0,3,24,0.071428571,2101.26276,0.13146465,4601.26276,1,0,0,0,0,0,1,0,0,0,32550,30398.73725,0.006363636,0.006826691
21,15300,5,1,3150,10.99,1,0.21,0,4,24,0.205882353,3968.684264,0.465273481,7118.684264,0,0,0,1,0,0,1,0,0,0,12087,8181.315741,0.035,0.02136668
25,42000,2,0,3150,5.79,0,0.07,0,4,12,0.075,12552.52226,0.373869578,15702.52226,0,0,0,1,0,1,0,0,0,0,39060,26297.47772,0.023333333,0.007045264
22,35000,6,0,8000,5.79,0,0.23,0,4,12,0.228571429,4124.228572,0.346406531,12124.22857,1,0,0,0,0,1,0,0,0,0,26950,22875.77142,0.032857143,0.021845412
24,35000,2,1,3600,9.99,0,0.1,0,4,36,0.102857143,9543.632154,0.375532347,13143.63215,0,0,1,0,0,0,0,0,0,1,31500,21856.36785,0.033333333,0.009830435
22,29000,6,0,12000,5.42,1,0.41,0,4,60,0.413793103,6274.814174,0.630166006,18274.81417,1,0,0,0,0,0,0,0,1,0,17110,10725.18583,0.058571429,0.040271499
22,96000,4,1,3150,6,0,0.03,0,2,36,0.0328125,26348.46665,0.307275694,29498.46665,0,0,0,1,0,1,0,0,0,0,93120,66501.53338,0.006,0.002860197
21,28800,1,0,3175,6.03,0,0.11,0,4,60,0.110243056,6846.583345,0.347971644,10021.58334,0,0,0,1,0,1,0,0,0,0,25632,18778.41665,0.055,0.010736393
24,12000,0,0,3200,5.99,1,0.27,0,3,24,0.266666667,714.7167783,0.326226398,3914.716778,0,0,0,1,0,0,0,0,1,0,8760,8085.283224,0.27,0.028390706
24,35000,4,1,7775,10.99,0,0.22,0,2,60,0.222142857,8306.656169,0.459475891,16081.65617,1,0,0,0,0,0,0,1,0,0,27300,18918.34381,0.044,0.02123101
21,12000,3,1,3200,11.49,1,0.27,0,2,36,0.266666667,2405.358567,0.467113214,5605.358567,0,0,0,1,0,0,0,0,0,1,8760,6394.641432,0.0675,0.028390706
26,15000,8,1,3200,12.21,1,0.21,0,2,12,0.213333333,2382.39226,0.372159484,5582.39226,0,0,0,1,0,0,0,1,0,0,11850,9417.60774,0.023333333,0.022185542
22,15600,5,4,3200,17.93,1,0.21,0,4,12,0.205128205,1495.309317,0.300981366,4695.309317,0,0,0,1,0,0,0,0,0,1,12324,10904.69069,0.035,0.021245602
25,16000,0,0,3200,9.32,1,0.2,0,2,24,0.2,4044.787596,0.452799225,7244.787596,0,0,0,1,1,0,0,0,0,0,12800,8755.2124,0.2,0.020660289
21,18000,1,0,3200,8.49,1,0.18,0,3,12,0.177777778,5266.870904,0.470381717,8466.870904,0,0,0,1,0,0,0,0,1,0,14760,9533.129094,0.09,0.018143954
22,35000,3,2,3500,13.48,0,0.1,1,3,24,0.1,6626.594616,0.289331275,10126.59462,1,0,0,0,0,0,0,1,0,0,31500,24873.40538,0.025,0.009557368
23,18000,0,0,3200,7.49,1,0.18,0,4,36,0.177777778,3906.020892,0.394778938,7106.020892,0,0,0,1,0,0,1,0,0,0,14760,10893.97912,0.18,0.018143954
23,29000,7,0,6000,7.88,1,0.21,0,2,12,0.206896552,4059.463769,0.346878061,10059.46377,1,0,0,0,0,0,0,0,1,0,22910,18940.53623,0.02625,0.02013575
21,35000,5,0,13650,7.51,0,0.39,0,4,36,0.39,9086.094576,0.649602702,22736.09458,1,0,0,0,1,0,0,0,0,0,21350,12263.90543,0.065,0.037273734
22,18996,3,3,3200,15.28,1,0.17,1,3,60,0.168456517,2068.81331,0.277364356,5268.81331,0,0,0,1,0,1,0,0,0,0,15766.68,13727.18669,0.0425,0.01709865
23,20000,1,0,3200,7.14,0,0.16,0,4,36,0.16,4273.465476,0.373673274,7473.465476,0,0,0,1,0,0,0,0,1,0,16800,12526.53452,0.08,0.016155843
23,20000,0,4,3200,16,1,0.16,0,2,36,0.16,2851.08335,0.302554167,6051.08335,0,0,0,1,0,0,0,0,0,1,16800,13948.91666,0.16,0.016155843
23,20800,4,3,3200,14.84,0,0.15,0,2,36,0.153846154,1075.532292,0.205554437,4275.532292,0,0,0,1,0,1,0,0,0,0,17680,16524.46771,0.03,0.01547319
23,22000,2,1,3200,12.69,0,0.15,0,4,60,0.145454545,3779.749741,0.317261352,6979.749741,0,0,0,1,0,0,0,1,0,0,18700,15020.25026,0.05,0.014547137
25,23040,0,2,3200,14.79,0,0.14,0,2,36,0.138888889,5127.474624,0.361435531,8327.474624,0,0,0,1,1,0,0,0,0,0,19814.4,14712.52537,0.14,0.013826627
24,35000,2,1,8000,11.86,0,0.23,0,3,24,0.228571429,9973.831778,0.513538051,17973.83178,1,0,0,0,0,1,0,0,0,0,26950,17026.16821,0.076666667,0.021845412
21,24000,3,2,3200,13.57,0,0.13,0,4,60,0.133333333,2082.556308,0.220106513,5282.556308,0,0,0,1,1,0,0,0,0,0,20880,18717.44369,0.0325,0.01321984
26,35000,10,0,6000,7.51,0,0.17,0,4,24,0.171428571,6577.220768,0.359349165,12577.22077,1,0,0,0,0,0,0,0,0,1,29050,22422.77923,0.015454545,0.016384059
24,25000,6,2,3200,13.11,1,0.13,0,4,60,0.128,3887.346373,0.283493855,7087.346373,0,0,0,1,1,0,0,0,0,0,21750,17912.65363,0.018571429,0.012639889
25,27600,2,1,3200,12.21,0,0.12,0,2,60,0.115942029,5687.215911,0.322000577,8887.215911,0,0,0,1,0,0,0,0,0,1,24288,18712.78407,0.04,0.0113384
22,28000,3,1,3200,10.59,0,0.11,0,2,24,0.114285714,8271.332685,0.409690453,11471.33269,0,0,0,1,0,1,0,0,0,0,24920,16528.66732,0.0275,0.011160719
21,30000,6,0,3200,7.49,0,0.11,0,2,36,0.106666667,3377.520828,0.219250694,6577.520828,0,0,0,1,0,0,0,0,1,0,26700,23422.47918,0.015714286,0.01034696
25,30000,0,2,3200,13.99,0,0.11,0,2,60,0.106666667,5620.159327,0.294005311,8820.159327,0,0,0,1,0,0,0,1,0,0,26700,21179.84067,0.11,0.01034696
26,30000,2,1,3200,10.99,0,0.11,0,3,36,0.106666667,8671.887858,0.395729595,11871.88786,0,0,0,1,1,0,0,0,0,0,26700,18128.11215,0.036666667,0.01034696
21,30000,3,1,3200,11.14,0,0.11,0,3,60,0.106666667,6522.685521,0.324089517,9722.685521,0,0,0,1,0,0,0,1,0,0,26700,20277.31449,0.0275,0.01034696
25,30000,2,0,3200,8,0,0.11,0,4,24,0.106666667,6016.220472,0.307207349,9216.220472,0,0,0,1,0,0,0,1,0,0,26700,20783.77953,0.036666667,0.01034696
24,35000,2,0,2950,7.49,0,0.08,0,4,60,0.084285714,8426.729047,0.325049401,11376.72905,1,0,0,0,0,0,0,1,0,0,32200,23623.27097,0.026666667,0.008055496
23,31000,3,1,3200,11.49,0,0.1,0,4,36,0.103225806,5290.109855,0.273874511,8490.109855,0,0,0,1,0,1,0,0,0,0,27900,22509.89016,0.025,0.00998144
23,31200,0,2,3200,13.49,0,0.1,1,4,24,0.102564103,2049.11212,0.168240773,5249.11212,0,0,0,1,0,1,0,0,0,0,28080,25950.88788,0.1,0.009911294
22,31200,1,1,3200,11.99,0,0.1,0,2,36,0.102564103,4284.453743,0.239886338,7484.453743,0,0,0,1,0,0,0,0,0,1,28080,23715.54625,0.05,0.009911294
22,32000,0,1,3200,10.2,0,0.1,0,3,24,0.1,9417.170991,0.394286593,12617.17099,0,0,0,1,0,0,0,0,1,0,28800,19382.82902,0.1,0.009639927
25,33000,9,0,3200,5.42,0,0.1,0,4,60,0.096969697,3106.002635,0.191090989,6306.002635,0,0,0,1,0,0,0,1,0,0,29700,26693.99736,0.01,0.009320162
24,29000,8,1,1450,10.99,1,0.05,0,4,36,0.05,1568.207367,0.104076116,3018.207367,1,0,0,0,0,0,0,0,1,0,27550,25981.79264,0.005555556,0.00486614
25,29004,0,3,3200,17.49,1,0.11,1,2,60,0.11032961,4170.366912,0.254115533,7370.366912,0,0,0,1,0,0,1,0,0,0,25813.56,21633.63308,0.11,0.010737441
26,35000,1,0,3000,6.76,0,0.09,0,3,60,0.085714286,9678.033146,0.362229518,12678.03315,1,0,0,0,0,0,0,0,0,1,31850,22321.96687,0.045,0.00819203
22,30000,4,3,3200,15.62,1,0.11,1,4,36,0.106666667,7680.487917,0.362682931,10880.48792,0,0,0,1,1,0,0,0,0,0,26700,19119.51207,0.022,0.01034696
21,31000,5,1,3200,10.37,1,0.1,0,3,36,0.103225806,6745.971997,0.320837806,9945.971997,0,0,0,1,1,0,0,0,0,0,27900,21054.02801,0.016666667,0.00998144
22,37440,1,2,3200,13.04,0,0.09,1,2,36,0.085470085,4811.040845,0.213970108,8011.040845,0,0,0,1,0,1,0,0,0,0,34070.4,29428.95916,0.045,0.008116415
26,38400,7,2,3200,13.49,0,0.08,0,2,36,0.083333333,6614.288881,0.25558044,9814.288881,0,0,0,1,0,0,0,0,1,0,35328,28585.7111,0.01,0.007894525
25,33000,4,2,3200,12.99,1,0.1,1,2,60,0.096969697,3063.705325,0.189809252,6263.705325,0,0,0,1,0,0,1,0,0,0,29700,26736.29468,0.02,0.009320162
24,41745,2,0,3200,9.63,0,0.08,0,3,36,0.076655887,9920.648139,0.314304663,13120.64814,0,0,0,1,0,0,0,0,1,0,38405.4,28624.35184,0.026666667,0.007204935
22,42500,7,0,3200,7.49,0,0.08,0,4,36,0.075294118,8986.447716,0.286739946,12186.44772,0,0,0,1,0,1,0,0,0,0,39100,30313.5523,0.01,0.007065039
26,43200,5,2,3200,14.35,0,0.07,1,4,60,0.074074074,12141.89483,0.355136454,15341.89483,0,0,0,1,0,1,0,0,0,0,40176,27858.10519,0.011666667,0.006939921
24,44000,1,0,3200,8,0,0.07,0,2,60,0.072727273,8112.441907,0.257100952,11312.44191,0,0,0,1,0,0,0,1,0,0,40920,32687.55811,0.035,0.006802048
22,44568,3,1,3200,10.99,0,0.07,0,4,60,0.071800395,5943.892696,0.205167221,9143.892696,0,0,0,1,0,0,0,0,1,0,41448.24,35424.10729,0.0175,0.006707312
21,45000,3,0,3200,6.54,0,0.07,0,4,36,0.071111111,4477.150874,0.170603353,7677.150874,0,0,0,1,0,0,0,0,1,0,41850,37322.84912,0.0175,0.006636941
22,35000,6,2,7500,13.92,0,0.21,0,3,60,0.214285714,2113.753127,0.274678661,9613.753127,1,0,0,0,0,1,0,0,0,0,27650,25386.24686,0.03,0.020480074
23,45240,4,0,3200,7.37,0,0.07,0,3,12,0.070733864,8246.325872,0.253013392,11446.32587,0,0,0,1,0,0,0,0,0,1,42073.2,33793.67415,0.014,0.006598457
26,29000,1,1,11200,11.14,1,0.39,0,4,36,0.386206897,5760.963811,0.584860821,16960.96381,1,0,0,0,0,0,1,0,0,0,17690,12039.03619,0.195,0.037586733
25,42000,3,3,3200,15.7,1,0.08,1,2,60,0.076190476,5114.50962,0.197964515,8314.50962,0,0,0,1,0,0,0,1,0,0,38640,33685.49037,0.02,0.007157094
23,49200,4,2,3200,13.48,0,0.07,1,3,60,0.06504065,7521.841217,0.217923602,10721.84122,0,0,0,1,0,0,0,1,0,0,45756,38478.15878,0.014,0.006020237
22,50000,1,0,3200,8.49,0,0.06,0,4,60,0.064,6706.918714,0.198138374,9906.918714,0,0,0,1,0,0,0,0,0,1,47000,40093.0813,0.03,0.005915083
22,51000,2,1,3200,10.99,0,0.06,0,2,60,0.062745098,6451.414557,0.189243423,9651.414557,0,0,0,1,0,1,0,0,0,0,47940,41348.58543,0.02,0.005788506
23,35000,6,1,8400,12.18,0,0.24,0,3,36,0.24,7560.649914,0.456018569,15960.64991,1,0,0,0,0,1,0,0,0,0,26600,19039.35009,0.034285714,0.022937683
25,48000,0,5,3200,18.535,1,0.07,1,4,60,0.066666667,4762.690262,0.16588938,7962.690262,0,0,0,1,0,1,0,0,0,0,44640,40037.30976,0.07,0.006184879
24,54731,2,1,3200,11.83,0,0.06,0,2,36,0.058467779,12489.95179,0.286673947,15689.95179,0,0,0,1,1,0,0,0,0,0,51447.14,39041.04821,0.02,0.005359
23,35000,7,5,15000,18.43,0,0.43,1,2,36,0.428571429,3360.837236,0.52459535,18360.83724,1,0,0,0,0,1,0,0,0,0,19950,16639.16275,0.05375,0.040960148
23,35000,0,1,12800,11.83,1,0.37,0,2,36,0.365714286,7909.401003,0.591697172,20709.401,0,1,0,0,0,0,0,0,1,0,22050,14290.59898,0.37,0.034952659
26,55000,1,0,3200,8.49,0,0.06,0,3,60,0.058181818,3251.810311,0.117305642,6451.810311,0,0,0,1,0,1,0,0,0,0,51700,48548.18969,0.03,0.005330394
22,35000,6,1,3500,11.48,0,0.1,0,4,36,0.1,2874.588378,0.182131097,6374.588378,1,0,0,0,0,1,0,0,0,0,31500,28625.41161,0.014285714,0.009557368
24,58000,2,2,3200,14.35,0,0.06,0,2,60,0.055172414,6643.291098,0.169711915,9843.291098,0,0,0,1,0,0,0,0,0,1,54520,48156.70893,0.02,0.005030209
22,60000,6,1,3200,11.71,0,0.05,0,2,36,0.053333333,12406.72674,0.260112112,15606.72674,0,0,0,1,0,0,0,1,0,0,57000,44393.27328,0.007142857,0.004847552
22,54000,5,3,3200,16.49,1,0.06,1,4,36,0.059259259,13175.74246,0.30325449,16375.74246,0,0,0,1,0,0,1,0,0,0,50760,37624.25754,0.01,0.005438247
24,60000,3,0,3200,7.14,0,0.05,0,3,24,0.053333333,8137.363123,0.188956052,11337.36312,0,0,0,1,1,0,0,0,0,0,57000,48662.63688,0.0125,0.004847552
26,61200,9,1,3200,9.91,0,0.05,0,2,24,0.052287582,8999.142137,0.199332388,12199.14214,0,0,0,1,0,0,0,0,1,0,58140,49000.85785,0.005,0.004743964
26,35000,1,3,5000,14.42,0,0.14,1,2,36,0.142857143,8810.912645,0.394597504,13810.91265,1,0,0,0,0,1,0,0,0,0,30100,21189.08736,0.07,0.013653383
26,65000,5,1,3200,11.71,0,0.05,0,3,60,0.049230769,4046.736374,0.111488252,7246.736374,0,0,0,1,1,0,0,0,0,0,61750,57753.26362,0.008333333,0.004442345
24,35000,3,3,13000,14.74,0,0.37,0,3,60,0.371428571,10072.91963,0.659226275,23072.91963,1,0,0,0,0,0,0,0,1,0,22050,11927.08038,0.0925,0.035498795
24,59000,8,2,3200,13.8,1,0.05,0,3,24,0.054237288,14411.25087,0.298495778,17611.25087,0,0,0,1,0,0,0,1,0,0,56050,41388.7491,0.005555556,0.004937256
24,65004,0,1,3200,9.99,0,0.05,0,4,36,0.04922774,5246.431804,0.129937109,8446.431804,0,0,0,1,0,0,1,0,0,0,61753.8,56557.56817,0.05,0.004442047
24,72000,8,2,3200,13.92,0,0.04,0,3,36,0.044444444,7689.40468,0.151241732,10889.40468,0,0,0,1,0,0,0,0,1,0,69120,61110.5953,0.004444444,0.003973776
22,75000,6,2,3200,10.28,0,0.04,0,4,60,0.042666667,21762.22431,0.332829658,24962.22431,0,0,0,1,0,1,0,0,0,0,72000,50037.77565,0.005714286,0.003800952
24,35000,1,4,3500,16,0,0.1,0,3,36,0.1,2264.159095,0.16469026,5764.159095,0,0,1,0,0,0,0,0,0,1,31500,29235.8409,0.05,0.009557368
26,35000,1,1,6000,12.21,0,0.17,0,4,12,0.171428571,7596.864543,0.388481844,13596.86454,1,0,0,0,0,0,0,0,1,0,29050,21403.13546,0.085,0.016384059
25,78000,5,2,3200,12.99,0,0.04,1,4,60,0.041025641,22028.64778,0.323444202,25228.64778,0,0,0,1,0,0,1,0,0,0,74880,52771.35224,0.006666667,0.003642037
24,83000,3,0,3200,6.99,0,0.04,0,3,60,0.038554217,5145.205314,0.100544642,8345.205314,0,0,0,1,0,0,1,0,0,0,79680,74654.79471,0.01,0.003403863
23,78000,3,1,3200,10.99,1,0.04,0,3,36,0.041025641,6377.504263,0.122788516,9577.504263,0,0,0,1,0,1,0,0,0,0,74880,68422.49575,0.01,0.003642037
21,85000,5,1,3200,10.25,0,0.04,0,4,36,0.037647059,24993.62702,0.33168973,28193.62702,0,0,0,1,0,0,0,0,1,0,81600,56806.37295,0.006666667,0.003316799
25,78000,2,3,3200,14.59,1,0.04,1,3,36,0.041025641,14516.55513,0.227135322,17716.55513,0,0,0,1,0,0,1,0,0,0,74880,60283.44488,0.013333333,0.003642037
21,35000,1,0,4950,7.68,0,0.14,0,4,60,0.141428571,8743.903012,0.391254372,13693.90301,1,0,0,0,0,0,0,1,0,0,30100,21306.09698,0.07,0.013516849
22,29000,0,1,7500,10.08,1,0.26,0,4,36,0.25862069,1758.008838,0.319241684,9258.008838,0,1,0,0,1,0,0,0,0,0,21460,19741.99116,0.26,0.025169687
22,35000,6,2,7500,11.34,0,0.21,1,2,36,0.214285714,4027.077067,0.329345059,11527.07707,1,0,0,0,0,0,0,0,1,0,27650,23472.92294,0.03,0.020480074
22,10200,4,2,3250,13.48,1,0.32,1,2,12,0.318627451,2201.942207,0.534504138,5451.942207,0,0,0,1,0,0,0,0,0,1,6936,4748.057792,0.064,0.034519949
21,12000,2,1,3250,9.99,1,0.27,0,2,12,0.270833333,1373.788258,0.385315688,4623.788258,0,0,0,1,0,0,1,0,0,0,8760,7376.211744,0.09,0.02883431
21,35000,2,0,800,7.37,0,0.02,0,3,60,0.022857143,7705.541139,0.243015461,8505.541139,1,0,0,0,0,0,0,0,0,1,34300,26494.45887,0.006666667,0.002184541
22,14400,6,3,3250,16.29,1,0.23,0,4,36,0.225694444,1578.097861,0.335284574,4828.097861,0,0,0,1,0,0,0,0,1,0,11088,9571.902134,0.032857143,0.023571091
24,16000,0,1,3250,12.42,1,0.2,0,4,60,0.203125,3521.292144,0.423205759,6771.292144,0,0,0,1,0,0,0,0,0,1,12800,9228.707856,0.2,0.020983106
22,17004,5,0,3250,6.91,1,0.19,0,2,24,0.191131498,989.8261616,0.24934287,4239.826162,0,0,0,1,1,0,0,0,0,0,13773.24,12764.17384,0.031666667,0.019620813
23,18000,1,2,3250,13.48,1,0.18,1,4,12,0.180555556,1890.309869,0.285572771,5140.309869,0,0,0,1,0,0,0,0,1,0,14760,12859.69012,0.09,0.018427454
23,18000,1,2,3250,13.22,1,0.18,0,2,36,0.180555556,4681.292582,0.440627366,7931.292582,0,0,0,1,0,0,0,0,0,1,14760,10068.70741,0.09,0.018427454
25,35000,1,3,5400,12.17,0,0.15,0,4,24,0.154285714,9574.435033,0.427841001,14974.43503,1,0,0,0,0,0,1,0,0,0,29750,20025.56497,0.075,0.014745653
22,35004,3,0,3000,7.9,0,0.09,0,4,36,0.085704491,7528.994721,0.300794044,10528.99472,0,0,1,0,0,0,0,0,0,1,31853.64,24475.00528,0.0225,0.008191004
22,20400,5,2,3250,14.26,1,0.16,1,2,60,0.159313725,2412.380561,0.277567675,5662.380561,0,0,0,1,0,0,0,1,0,0,17136,14737.61943,0.026666667,0.016054447
24,25000,3,3,3250,13.67,0,0.13,0,4,36,0.13,5286.709893,0.341468396,8536.709893,0,0,0,1,0,1,0,0,0,0,21750,16463.2901,0.0325,0.012837387
22,35004,1,1,9000,10,0,0.26,0,2,12,0.257113473,9913.917979,0.540335904,18913.91798,0,0,1,0,0,0,0,0,0,1,25902.96,16090.08202,0.13,0.024573012
26,28000,2,3,3250,14.59,1,0.12,0,4,36,0.116071429,7991.055484,0.401466267,11241.05548,0,0,0,1,0,0,1,0,0,0,24640,16758.94452,0.04,0.011335105
24,35004,5,0,7000,5.42,0,0.2,0,3,36,0.199977145,4653.835426,0.332928677,11653.83543,1,0,0,0,0,1,0,0,0,0,28003.2,23350.16459,0.033333333,0.019112343
21,35004,5,1,1500,9.62,0,0.04,0,2,24,0.042852245,8197.648754,0.277044017,9697.648754,0,0,1,0,0,0,0,0,0,1,33603.84,25306.35123,0.006666667,0.004095502
25,30000,0,0,3250,5.42,0,0.11,0,3,60,0.108333333,5229.940136,0.282664671,8479.940136,0,0,0,1,1,0,0,0,0,0,26700,21520.05987,0.11,0.010508631
22,35000,0,0,3250,6.54,0,0.09,0,3,24,0.092857143,9629.646303,0.367989894,12879.6463,0,0,0,1,0,1,0,0,0,0,31850,22120.35371,0.09,0.008874699
24,39000,0,0,3250,8.94,1,0.08,0,2,36,0.083333333,9464.37654,0.326009655,12714.37654,0,0,0,1,1,0,0,0,0,0,35880,26285.62346,0.08,0.007882947
21,35004,0,3,3000,15.58,0,0.09,0,3,60,0.085704491,5831.21262,0.252291527,8831.21262,0,0,1,0,0,1,0,0,0,0,31853.64,26172.78739,0.09,0.008191004
21,29004,3,4,7400,17.56,1,0.26,0,3,60,0.255137222,5997.523257,0.461919848,13397.52326,1,0,0,0,0,1,0,0,0,0,21462.96,15606.47673,0.065,0.024830333
24,35004,3,0,9600,7.88,0,0.27,0,3,60,0.274254371,6012.024672,0.446006876,15612.02467,1,0,0,0,0,0,0,0,1,0,25552.92,19391.97531,0.0675,0.026211213
24,35004,8,3,8000,14.96,0,0.23,0,4,12,0.228545309,3485.924386,0.328131767,11485.92439,0,0,1,0,1,0,0,0,0,0,26953.08,23518.07563,0.025555556,0.021842677
22,28956,2,0,3300,8.49,0,0.11,0,3,36,0.113966017,3283.048075,0.227346597,6583.048075,0,0,0,1,0,0,0,0,0,1,25770.84,22372.95194,0.036666667,0.01109313
22,35004,0,0,10000,7.51,0,0.29,0,4,36,0.285681636,4533.817182,0.415204468,14533.81718,0,0,1,0,0,0,0,1,0,0,24852.84,20470.1828,0.29,0.027303346
24,33000,2,2,3300,12.99,0,0.1,0,4,36,0.1,7520.109095,0.327882094,10820.10909,0,0,0,1,0,0,0,0,0,1,29700,22179.8909,0.033333333,0.009611417
26,33600,4,3,3300,15.65,0,0.1,0,4,36,0.098214286,8253.16609,0.343844229,11553.16609,0,0,0,1,0,0,0,1,0,0,30240,22046.83391,0.02,0.009423465
